Entry	Entry Name	Protein names	Gene Names	Mass	Interacts with	Subunit structure
P05043	SP0E_BACSU	Aspartyl-phosphate phosphatase Spo0E (EC 3.1.3.-) (Stage 0 sporulation protein E) (Stage 0 sporulation regulatory protein Spo0E)	spo0E BSU13640	9791		SUBUNIT: Interacts with Spo0A. {ECO:0000269|PubMed:12067336, ECO:0000269|PubMed:18045868}.
P05655	LSC_BACSU	Levansucrase (EC 2.4.1.10) (Beta-D-fructofuranosyl transferase) (Fructosyltransferase) (FTF) (Sucrose 6-fructosyl transferase)	sacB BSU34450	52971		SUBUNIT: Monomer. {ECO:0000269|PubMed:807261}.
P05656	SACC_BACSU	Levanase (EC 3.2.1.80) (Beta-D-fructofuranosidase) (Exo-beta-D-fructosidase) (Exo-levanase)	sacC BSU27030	75951		
P06534	SP0A_BACSU	Stage 0 sporulation protein A (Stage 0 sporulation protein C) (Stage 0 sporulation protein G)	spo0A spo0C spo0G BSU24220	29691		
P06567	DNAI_BACSU	Replicative helicase loader DnaI (EC 3.6.4.-) (Primosomal protein DnaI)	dnaI ORF311 ytxA BSU28980	36114	P37469	SUBUNIT: Monomer with a very minor amount of dimer in solution (PubMed:12718886, PubMed:24048025). Interacts with replicative helicase DnaC, forms a DnaC(6):DnaI(6) complex (PubMed:12718886, PubMed:17003052, PubMed:24048025). Interacts with the helicase as 3 dimers (PubMed:24048025). A stable complex DnaI(6):DnaC(6):DnaG(3) fragment can be isolated; DnaI and DnaG do not contact each other (DnaC and DnaG in this complex are derived from B.stearothermophilus) (PubMed:24048025). {ECO:0000269|PubMed:12718886, ECO:0000269|PubMed:17003052, ECO:0000269|PubMed:24048025}.
P07788	COTA_BACSU	Laccase (EC 1.10.3.2) (Bilirubin oxidase) (EC 1.3.3.5) (Spore coat protein A)	cotA pig BSU06300	58499		SUBUNIT: Monomer. {ECO:0000269|PubMed:11884407, ECO:0000269|PubMed:12637519}.
P07860	RPSF_BACSU	RNA polymerase sigma-F factor (Sporulation sigma factor) (Stage II sporulation protein AC)	sigF spoIIAC BSU23450	29372		SUBUNIT: Interacts transiently with the RNAP core. {ECO:0000305|PubMed:21710567}.
P08164	NADE_BACSU	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5) (General stress protein 38) (GSP38) (Spore outgrowth factor B) (Sporulation protein OutB)	nadE outB BSU03130	30395		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00193, ECO:0000269|PubMed:11375500, ECO:0000269|PubMed:12077433, ECO:0000269|PubMed:7890752, ECO:0000269|PubMed:8895556, ECO:0000269|PubMed:9753692}.
P08495	AK2_BACSU	Aspartokinase 2 (EC 2.7.2.4) (Aspartate kinase 2) (Aspartokinase II)	lysC BSU28470	43808		SUBUNIT: Tetramer consisting of 2 isoforms Alpha (catalytic and regulation) and of a homodimer of 2 isoforms Beta (regulation). {ECO:0000269|PubMed:15033471}.
P08750	DACA_BACSU	D-alanyl-D-alanine carboxypeptidase DacA (CPase) (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 5) (PBP-5)	dacA BSU00100	48636		
P08821	DBH1_BACSU	DNA-binding protein HU 1 (DNA-binding protein II) (HB) (HBsu) (HPB9)	hbs dbpA hbsU hubgl hupA BSU22790	9884		SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:P0A3H0}.; SUBUNIT: (Microbial infection) Interacts with Bacillus phage SP01 Gp46; the interaction replaces dsDNA from the hbs-DNA complex. {ECO:0000269|PubMed:35193978}.
P08877	PTHP_BACSU	Phosphocarrier protein HPr (Histidine-containing protein)	ptsH BSU13900	9189	P25144	
P09124	G3P1_BACSU	Glyceraldehyde-3-phosphate dehydrogenase 1 (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	gapA gap BSU33940	35833		SUBUNIT: Homotetramer (By similarity). Interacts with BrxC (PubMed:33722570). {ECO:0000250|UniProtKB:P00362, ECO:0000269|PubMed:33722570}.
P09339	ACNA_BACSU	Aconitate hydratase A (ACN) (Aconitase) (EC 4.2.1.3) (Aconitate/2-methylaconitate hydratase) (EC 4.2.1.-) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein)	citB BSU18000	99334		SUBUNIT: Monomer. {ECO:0000269|PubMed:3110133}.
P10943	HUTP_BACSU	Hut operon positive regulatory protein	hutP BSU39340	16196		SUBUNIT: Homohexamer.
P11998	RISB_BACSU	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78) (Heavy riboflavin synthase beta subunit) (HRS beta subunit)	ribH BSU23250	16287		SUBUNIT: Forms an icosahedral capsid composed of 60 subunits, arranged as a dodecamer of pentamers. Can interact with riboflavin synthase, forming a lumazine synthase/riboflavin synthase complex, also designated as 'heavy riboflavin synthase complex', which consists of a trimer of riboflavin synthase enclosed within the icosahedral structure composed of 60 subunits of 6,7-dimethyl-8-ribityllumazine synthase. {ECO:0000269|PubMed:3083108, ECO:0000269|PubMed:3145341, ECO:0000269|PubMed:7473709, ECO:0000269|Ref.11}.
P12041	PURQ_BACSU	Phosphoribosylformylglycinamidine synthase subunit PurQ (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit I) (FGAR amidotransferase I) (FGAR-AT I) (Glutaminase PurQ) (EC 3.5.1.2) (Phosphoribosylformylglycinamidine synthase subunit I)	purQ BSU06470	24784		SUBUNIT: Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits. {ECO:0000255|HAMAP-Rule:MF_00421, ECO:0000269|PubMed:15301530}.
P12042	PURL_BACSU	Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit II) (FGAR amidotransferase II) (FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)	purL BSU06480	80325		SUBUNIT: Monomer. Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits. {ECO:0000255|HAMAP-Rule:MF_00420, ECO:0000269|PubMed:15301530}.
P12047	PUR8_BACSU	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase) (Glutamyl--tRNA ligase regulatory factor)	purB purE BSU06440	49485		SUBUNIT: Homotetramer. Residues from neighboring subunits contribute catalytic and substrate-binding residues to each active site. {ECO:0000269|PubMed:15182182, ECO:0000269|PubMed:18237141}.
P12425	GLN1A_BACSU	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I alpha) (GSI alpha)	glnA BSU17460	50278	P37582; Q45666	SUBUNIT: Oligomer of 12 subunits arranged in the form of two hexagons. In its feedback-inhibited form, interacts with TnrA in order to block its DNA-binding activity. This inhibitory effect is the highest when both glutamine and AMP are present. {ECO:0000269|PubMed:11719184, ECO:0000269|PubMed:24158439, ECO:0000269|PubMed:25691471}.
P12946	CTAA_BACSU	Heme A synthase (HAS) (EC 1.17.99.9) (Cytochrome aa3-controlling protein)	ctaA BSU14870	34085	O31652	SUBUNIT: Interacts with CtaB. {ECO:0000255|HAMAP-Rule:MF_01664, ECO:0000269|PubMed:15491161}.
P13242	PYRG_BACSU	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG ctrA BSU37150	59718		SUBUNIT: Homotetramer (By similarity). Interacts with BrxC (PubMed:33722570). {ECO:0000255|HAMAP-Rule:MF_01227, ECO:0000269|PubMed:33722570}.
P13485	TAGF_BACSU	Teichoic acid poly(glycerol phosphate) polymerase (EC 2.7.8.12) (CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase) (CGPTase) (Major teichoic acid biosynthesis protein F) (Poly(glycerol phosphate) polymerase) (Tag polymerase)	tagF rodC tag3 BSU35720	88063	P27621	
P13799	DEGS_BACSU	Signal transduction histidine-protein kinase/phosphatase DegS (EC 2.7.13.3) (EC 3.1.3.-)	degS sacU BSU35500	44958		
P13800	DEGU_BACSU	Transcriptional regulatory protein DegU (Protease production enhancer protein)	degU iep BSU35490	25867		
P13801	SP2G_BACSU	Sporulation sigma-E factor-processing peptidase (EC 3.4.23.-) (Membrane-associated aspartic protease) (Stage II sporulation protein GA)	spoIIGA BSU15310	34857		SUBUNIT: Self-associates. Interacts with SigE (Probable). Interacts with SpoIIR. {ECO:0000269|PubMed:18378688, ECO:0000269|PubMed:9573195, ECO:0000305}.
P14193	KPRS_BACSU	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate synthase) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PPRibP synthase) (PRPP synthase) (PRPPase)	prs BSU00510	34868		SUBUNIT: Homohexamer; trimer of dimers. {ECO:0000269|PubMed:10742175, ECO:0000269|PubMed:11790837, ECO:0000303|PubMed:28031352}.
P16304	KAD_BACSU	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) (Superoxide-inducible protein 16) (SOI16)	adk BSU01370	24119		SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_00235, ECO:0000269|PubMed:16713575}.
P16396	SUBE_BACSU	Minor extracellular protease Epr (EC 3.4.21.-)	epr BSU38400 ipa-15r	69696		
P16655	DIVIB_BACSU	Cell division protein DivIB (Cell division and sporulation protein) (Division initiation protein DivIB)	divIB dds BSU15240	30167	Q07868	SUBUNIT: Interacts with FtsL, DivIC and PBP-2B. {ECO:0000269|PubMed:16936019, ECO:0000269|PubMed:20870765}.
P16971	RECA_BACSU	Protein RecA (Recombinase A)	recA recE BSU16940	38059	P39813; P37475; P37562; P96715	SUBUNIT: Monomer; forms higher-order oligomers (PubMed:16061691). Interacts with RecU (PubMed:18684995). Interacts with DprA (smf) (PubMed:17803906). Interacts with RecD2 (PubMed:35234892). {ECO:0000269|PubMed:17803906, ECO:0000269|PubMed:18684995, ECO:0000269|PubMed:35234892}.
P17585	AADK_BACSU	Aminoglycoside 6-adenylyltransferase (EC 2.7.7.-) (6-O-adenyl-transferase) (AAD(6)) (ANT(6)) (Aminoglycoside inactivating enzyme) (Sm inactivating enzyme) (Streptomycin 6-adenylyltransferase)	aadK BSU26790 HIR78_15755	33908		SUBUNIT: Homodimer. {ECO:0000269|PubMed:15984036}.
P17618	RIBD_BACSU	Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)]	ribD ribG BSU23280	39305		SUBUNIT: Homotetramer. {ECO:0000269|PubMed:16308316}.
P17865	FTSZ_BACSU	Cell division protein FtsZ	ftsZ BSU15290	40395	O34894; P28264; P17865; O31728; P54166; P94542	SUBUNIT: Homodimer. Polymerizes to form a dynamic ring structure in a strictly GTP-dependent manner (By similarity). Interacts directly with several other division proteins (By similarity). Interacts with FtsA (PubMed:16159787). Interacts with Phi29 DNA replication protein 1 (PubMed:23836667). Interacts with the cell division inhibitor MciZ (PubMed:23836667, PubMed:25848052). {ECO:0000255|HAMAP-Rule:MF_00909, ECO:0000269|PubMed:16159787, ECO:0000269|PubMed:23836667, ECO:0000269|PubMed:25848052}.
P17896	SP4B_BACSU	SpoIVB peptidase (EC 3.4.21.116) (Sporulation factor IV B protease) (Stage IV sporulation protein B) [Cleaved into: SpoIVB peptidase 45 kDa isoform; SpoIVB peptidase 43 kDa isoform; SpoIVB peptidase 42 kDa isoform]	spoIVB BSU24230	46075		SUBUNIT: The PDZ domain mediates interaction with another SpoIVB protein during transactivation. Also mediates interaction with BofA during cleavage of SpoIVFA.
P17904	RSBW_BACSU	Serine-protein kinase RsbW (EC 2.7.11.1) (Anti-sigma-B factor) (Sigma-B negative effector RsbW)	rsbW BSU04720	17993		SUBUNIT: Homodimer. In stressed cells, forms a complex with RsbV. The predominant form of this complex has a stoichiometry of 2:2 (one dimer of RsbW is bound by two monomers of RsbV). In unstressed cells, forms a 2:1 complex with sigma-B.
P19079	CDD_BACSU	Cytidine deaminase (CDA) (EC 3.5.4.5) (Cytidine aminohydrolase)	cdd BSU25300	14854		SUBUNIT: Homotetramer. {ECO:0000269|PubMed:11851403, ECO:0000269|PubMed:15147186}.
P19080	AROH_BACSU	Chorismate mutase AroH (CM) (EC 5.4.99.5)	aroH BSU22690	14517		SUBUNIT: Homotrimer. {ECO:0000269|PubMed:10818343, ECO:0000269|PubMed:8046752, ECO:0000269|PubMed:8378335}.
P19582	DHOM_BACSU	Homoserine dehydrogenase (HDH) (HSD) (EC 1.1.1.3)	hom tdm BSU32260	47494		SUBUNIT: Homotetramer. {ECO:0000269|PubMed:33046675}.
P19669	TAL_BACSU	Transaldolase (EC 2.2.1.2) (20 kDa phosphoprotein OrfU) (CSI9)	tal orfU ywjH BSU37110	22971	P19669	
P20166	PTG3C_BACSU	PTS system glucose-specific EIICBA component (EC 2.7.1.199) (EII-Glc/EIII-Glc) (EIICBA-Glc) (EIICBA-Glc 1) [Includes: Glucose permease IIC component (PTS system glucose-specific EIIC component); Glucose-specific phosphotransferase enzyme IIB component (PTS system glucose-specific EIIB component); Glucose-specific phosphotransferase enzyme IIA component (PTS system glucose-specific EIIA component)]	ptsG crr ptsX BSU13890	75525		
P20964	OBG_BACSU	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg) (OrfA) (Spo0B-associated GTP-binding protein)	obg BSU27920	47689		SUBUNIT: Monomer. Interacts with TasA (AC P54507) in pull-down experiments. {ECO:0000255|HAMAP-Rule:MF_01454, ECO:0000269|PubMed:12429099, ECO:0000269|PubMed:7961487}.
P21340	PAIA_BACSU	Spermidine/spermine N(1)-acetyltransferase (SSAT) (Protease synthase and sporulation negative regulatory protein PAI 1) (Spermidine N(1)-acetyltransferase) (SAT) (EC 2.3.1.57)	paiA BSU32150	20015		SUBUNIT: Monomer. {ECO:0000269|PubMed:16210326, ECO:0000269|PubMed:2108124}.
P21458	SP3E_BACSU	DNA translocase SpoIIIE (Stage III sporulation protein E)	spoIIIE ftsK BSU16800	87181		SUBUNIT: Homohexamer. Forms a ring that surrounds DNA. Assembles into complexes that could contain two hexamers. {ECO:0000269|PubMed:18160039}.
P21472	RS12_BACSU	Small ribosomal subunit protein uS12 (30S ribosomal protein S12) (BS12)	rpsL fun strA BSU01100	15216		SUBUNIT: Part of the 30S ribosomal subunit (PubMed:30126986). Contacts proteins S8 and S17. May interact with IF1 in the 30S initiation complex (By similarity). Interacts with BrxC (PubMed:33722570). {ECO:0000255|HAMAP-Rule:MF_00403, ECO:0000269|PubMed:30126986, ECO:0000269|PubMed:33722570}.
P21883	ODP2_BACSU	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2) (S complex, 48 kDa subunit)	pdhC aceC BSU14600	47539		SUBUNIT: Forms a 24-polypeptide structural core with octahedral symmetry.
P23477	ADDB_BACSU	ATP-dependent helicase/deoxyribonuclease subunit B (EC 3.1.-.-) (ATP-dependent helicase/nuclease subunit AddB)	addB BSU10620	134645	P23478	SUBUNIT: Heterodimer of AddA and AddB. {ECO:0000255|HAMAP-Rule:MF_01452, ECO:0000269|PubMed:19129187, ECO:0000269|PubMed:21071401, ECO:0000269|PubMed:22307084, ECO:0000269|PubMed:24670664, ECO:0000269|PubMed:8387145}.
P23478	ADDA_BACSU	ATP-dependent helicase/nuclease subunit A (EC 3.1.-.-) (EC 5.6.2.4) (ATP-dependent helicase/nuclease AddA) (DNA 3'-5' helicase AddA)	addA BSU10630	141087	P23477	SUBUNIT: Heterodimer of AddA and AddB. {ECO:0000269|PubMed:19129187, ECO:0000269|PubMed:21071401, ECO:0000269|PubMed:22307084, ECO:0000269|PubMed:24670664, ECO:0000269|PubMed:8387145}.
P24011	COX2_BACSU	Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Caa-3605 subunit 2) (Cytochrome aa3 subunit 2) (Cytochrome c oxidase polypeptide II) (Oxidase aa(3) subunit 2)	ctaC BSU14890	40095		
P24141	OPPA_BACSU	Oligopeptide-binding protein OppA (Stage 0 sporulation protein KA)	oppA spo0KA BSU11430	61525		SUBUNIT: The complex is composed of two ATP-binding proteins (OppD and OppF), two transmembrane proteins (OppB and OppC) and a solute-binding protein (OppA) (Probable). OppA interacts with FloT in detergent-resistant membranes (DRM) (PubMed:23651456). Colocalizes rarely with FloT membrane assemblies (PubMed:27362352). {ECO:0000269|PubMed:23651456, ECO:0000269|PubMed:27362352, ECO:0000305|PubMed:1901616, ECO:0000305|PubMed:36748525}.
P24327	PRSA_BACSU	Foldase protein PrsA (EC 5.2.1.8)	prsA BSU09950	32510		
P25052	TENA_BACSU	Aminopyrimidine aminohydrolase (EC 3.5.99.2) (4-amino-5-aminomethyl-2-methylpyrimidine hydrolase) (Thiaminase II)	tenA BSU11650	27417		SUBUNIT: Homotetramer. {ECO:0000303|PubMed:15709744}.
P25053	TENI_BACSU	Thiazole tautomerase (EC 5.3.99.10)	tenI BSU11660	22929		SUBUNIT: Homodimer. {ECO:0000269|PubMed:15709744}.
P25144	CCPA_BACSU	Catabolite control protein A (Glucose-resistance amylase regulator)	ccpA alsA amyR graR BSU29740	36940	P39779; P08877; P20429	SUBUNIT: Homodimer. Interacts with P-Ser-HPr and P-Ser-Crh. {ECO:0000269|PubMed:16316990, ECO:0000269|PubMed:16755587, ECO:0000269|PubMed:7665492}.
P25152	BSAP_BACSU	Aminopeptidase YwaD (Arginyl aminopeptidase) (EC 3.4.11.6) (BSAP) (Leucyl aminopeptidase) (EC 3.4.11.10)	ywaD BSU38470 ipa-8r	49450		SUBUNIT: Monomer. {ECO:0000269|PubMed:15583392}.
P25814	RNPA_BACSU	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA BSU41050	13800		SUBUNIT: Consists of a catalytic RNA component (M1 or rnpB) and a protein subunit. Might be a component of the prossible RNA degradosome complex composed of rny, rnjA, rnjB, pnp, pfkA and eno, and possibly also rnpA. Interacts with RNA helicase CshA. {ECO:0000255|HAMAP-Rule:MF_00227, ECO:0000269|PubMed:21764917}.
P25983	PYRK_BACSU	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	pyrK pyrDB pyrDII pyrZ ylxD BSU15530	28099		SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000269|PubMed:10545205}.
P25996	PYRDB_BACSU	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit (DHOD B) (DHODase B) (DHOdehase B) (EC 1.3.1.14) (Dihydroorotate oxidase B) (Orotate reductase (NADH))	pyrD pyrDA pyrDI BSU15540	33091		SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000269|PubMed:10545205}.
P26380	PTFB_BACSU	PTS system fructose-specific EIIB component (EC 2.7.1.202) (EIIB-Fru) (Fructose-specific phosphotransferase enzyme IIB component) (lev-PTS) (p18)	levE sacL BSU27060	18215		
P26935	IOLG_BACSU	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase (EC 1.1.1.18) (EC 1.1.1.369) (Myo-inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase) (MI 2-dehydrogenase/DCI 3-dehydrogenase)	iolG idh BSU39700 E83G	38351		SUBUNIT: Homotetramer. {ECO:0000269|PubMed:112095}.
P27623	TAGD_BACSU	Glycerol-3-phosphate cytidylyltransferase (GCT) (GCTase) (Gro-PCT) (EC 2.7.7.39) (CDP-glycerol pyrophosphorylase) (Teichoic acid biosynthesis protein D)	tagD BSU35740	15272		SUBUNIT: Homodimer. {ECO:0000269|PubMed:14506262, ECO:0000269|PubMed:8393871}.
P28366	SECA_BACSU	Protein translocase subunit SecA (EC 7.4.2.8)	secA div+ BSU35300	95531		SUBUNIT: Part of the essential Sec protein translocation apparatus which comprises SecA, SecYEG and auxiliary proteins SecDF. Other proteins may be involved. Monomer and many different homodimers can be isolated (PubMed:16989859), some of which are not formed in the presence of a synthetic signal peptide. A single SecA monomer interacts with SecY in the channel. Only shows some colocalization with FloA or FloT membrane assemblies (PubMed:27362352). {ECO:0000269|PubMed:16989859, ECO:0000269|PubMed:18923516, ECO:0000269|PubMed:27362352}.
P28628	LEPS_BACSU	Signal peptidase I S (SPase I) (EC 3.4.21.89) (Leader peptidase I)	sipS BSU23310	21047		
P28819	PABA_BACSU	Aminodeoxychorismate/anthranilate synthase component 2 (ADC synthase) (ADCS) (EC 2.6.1.85) (EC 4.1.3.27) (4-amino-4-deoxychorismate synthase component 2) (Aminodeoxychorismate synthase, glutamine amidotransferase component)	pabA trpG BSU00750	21685		SUBUNIT: Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB) (By similarity). {ECO:0000250|UniProtKB:P00903}.
P28820	PABB_BACSU	Aminodeoxychorismate synthase component 1 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 1)	pabB pab BSU00740	53251		SUBUNIT: Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB). {ECO:0000269|PubMed:19275258}.
P29141	SUBV_BACSU	Minor extracellular protease Vpr (EC 3.4.21.-)	vpr BSU38090 ipa-45r	85608		
P31080	LEXA_BACSU	LexA repressor (EC 3.4.21.88) (SOS regulatory protein DinR)	lexA dinR BSU17850	22849		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00015, ECO:0000305|PubMed:1657879, ECO:0000305|PubMed:9555905}.
P32396	CPFC_BACSU	Coproporphyrin III ferrochelatase (EC 4.99.1.9) (Water-soluble ferrochelatase)	cpfC hemF hemH BSU10130	35348		SUBUNIT: Monomer (PubMed:8119288). Interacts with frataxin/Fra (PubMed:25826316). {ECO:0000269|PubMed:25826316, ECO:0000269|PubMed:8119288}.
P32397	CGOX_BACSU	Coproporphyrinogen III oxidase (EC 1.3.3.15)	cgoX hemG hemY BSU10140	51203		SUBUNIT: Monomer. {ECO:0000269|PubMed:19944166, ECO:0000269|PubMed:8288631, ECO:0000269|PubMed:9784236}.
P32960	RACX_BACSU	Broad specificity amino-acid racemase RacX (EC 5.1.1.10)	racX BSU34430	25286		SUBUNIT: Homodimer. {ECO:0000269|PubMed:28894939}.
P33911	CSRA_BACSU	Translational regulator CsrA	csrA sow yviG BSU35370	8136		SUBUNIT: Homodimer (PubMed:17555441). The beta-strands of each monomer intercalate to form a hydrophobic core while the alpha-helices form wings that extend away from the core (By similarity). Two molecules of FliW interact with 1 homodimer (PubMed:21895793, PubMed:27516547). mRNA and FliW bind to different sites on CsrA (PubMed:27516547). {ECO:0000250|UniProtKB:O69078, ECO:0000269|PubMed:21895793, ECO:0000269|PubMed:27516547, ECO:0000305|PubMed:17555441}.
