Entry	Entry Name	Protein names	Gene Names	Mass	Interacts with	Subunit structure
P04995	EX1_ECOLI	Exodeoxyribonuclease I (ExoI) (Exonuclease I) (EC 3.1.11.1) (DNA deoxyribophosphodiesterase) (dRPase)	sbcB cpeA xonA b2011 JW1993	54501		SUBUNIT: Monomer (PubMed:23609540). Interacts with ssb (via C-terminus); this interaction stimulates the exonuclease activity by recruiting the enzyme to its substrate (PubMed:18591666, PubMed:20018747). {ECO:0000269|PubMed:18591666, ECO:0000269|PubMed:20018747, ECO:0000269|PubMed:23609540}.
P05020	PYRC_ECOLI	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC b1062 JW1049	38827		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00219, ECO:0000269|PubMed:11401542, ECO:0000269|PubMed:15826651, ECO:0000269|PubMed:6142052}.
P05041	PABB_ECOLI	Aminodeoxychorismate synthase component 1 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 1)	pabB b1812 JW1801	50970		SUBUNIT: Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB). {ECO:0000269|PubMed:11841211, ECO:0000269|PubMed:8679677}.
P05042	FUMC_ECOLI	Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)	fumC b1611 JW1603	50489		SUBUNIT: Homotetramer. {ECO:0000255|HAMAP-Rule:MF_00743, ECO:0000269|PubMed:12021453, ECO:0000269|PubMed:1917897, ECO:0000269|PubMed:3282546, ECO:0000269|PubMed:8496960, ECO:0000269|PubMed:8909293, ECO:0000269|PubMed:9098893}.
P05050	ALKB_ECOLI	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	alkB aidD b2212 JW2200	24076		
P05055	PNP_ECOLI	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp b3164 JW5851	77101	P05055; P0A8J8; P21513; P21507	SUBUNIT: Component of the RNA degradosome, which is a multiprotein complex involved in RNA processing and mRNA degradation. Interacts with RNase E (rne). Homotrimer. The homotrimer forms a ring-like structure with a central channel, where RNA molecules can bind. RNA molecules bind between neighboring subunits. Might interact with YicC (PubMed:34210798) (Probable). {ECO:0000255|HAMAP-Rule:MF_01595, ECO:0000269|PubMed:1089072, ECO:0000269|PubMed:15554978, ECO:0000269|PubMed:18337249, ECO:0000269|PubMed:18812438, ECO:0000269|PubMed:19327365, ECO:0000269|PubMed:9732274, ECO:0000305|PubMed:34210798}.
P05194	AROD_ECOLI	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	aroD b1693 JW1683	27467		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00214, ECO:0000269|PubMed:2950851}.
P05458	PTRA_ECOLI	Protease 3 (EC 3.4.24.55) (Pitrilysin) (Protease III) (Protease pi)	ptrA ptr b2821 JW2789	107708		SUBUNIT: Monomer.
P05523	FPG_ECOLI	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg b3635 JW3610	30290		SUBUNIT: Monomer. {ECO:0000269|PubMed:11912217, ECO:0000269|PubMed:1689309}.
P05637	APAH_ECOLI	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical] (EC 3.6.1.41) (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)	apaH b0049 JW0048	31297		SUBUNIT: Monomer. {ECO:0000269|PubMed:6317672}.
P05704	MCP3_ECOLI	Methyl-accepting chemotaxis protein III (MCP-III) (Ribose and galactose chemoreceptor protein)	trg b1421 JW1417	58899	P45543	
P05791	ILVD_ECOLI	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD b3771 JW5605	65532		SUBUNIT: Homodimer. {ECO:0000269|PubMed:8325851}.
P05793	ILVC_ECOLI	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 2) (Ketol-acid reductoisomerase type II)	ilvC b3774 JW3747	54069		SUBUNIT: Homotetramer. {ECO:0000269|PubMed:16322583, ECO:0000269|PubMed:23036858}.
P05804	BGLR_ECOLI	Beta-glucuronidase (GUS) (EC 3.2.1.31) (Beta-D-glucuronoside glucuronosohydrolase) (EcGUS) (UID)	uidA gurA gusA b1617 JW1609	68447		SUBUNIT: Homotetramer. {ECO:0000269|PubMed:21051639, ECO:0000269|PubMed:3105604}.
P05824	RECN_ECOLI	DNA repair protein RecN (Recombination protein N)	recN radB b2616 JW5416	61396	P76104	
P05825	FEPA_ECOLI	Ferrienterobactin receptor (Enterobactin outer-membrane receptor)	fepA fep feuB b0584 JW5086	82107	P02929	
P05852	TSAD_ECOLI	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	tsaD gcp ygjD b3064 JW3036	36008	P76256	SUBUNIT: Homodimer. Interacts with TsaB; may form a heterodimer with TsaB. Also interacts with TsaC. {ECO:0000269|PubMed:19376873, ECO:0000269|PubMed:20701780, ECO:0000269|PubMed:21285948, ECO:0000269|PubMed:22378793}.
P06129	BTUB_ECOLI	Vitamin B12 transporter BtuB (Cobalamin receptor) (Outer membrane cobalamin translocator)	btuB bfe cer dcrC b3966 JW3938	68407		SUBUNIT: Interacts with TonB. {ECO:0000269|PubMed:10485884, ECO:0000269|PubMed:14528295}.; SUBUNIT: (Microbial infection) The hairpin motif of the receptor-binding domain of colicin E3 (ColE3) interacts with BtuB without displacing BtuB's central plug (PubMed:14528295). An N-terminal fragment of E3 binds OmpF; trimeric complexes with ColE3, BtuB and OmpF can be cross-linked and immunoprecipitated (PubMed:18636093). {ECO:0000269|PubMed:14528295, ECO:0000269|PubMed:18636093}.
P06134	ADA_ECOLI	Bifunctional transcriptional activator/DNA repair enzyme Ada (Regulatory protein of adaptive response) [Includes: Methylphosphotriester-DNA--protein-cysteine S-methyltransferase (EC 2.1.1.n11) (Methylphosphotriester-DNA methyltransferase); Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (O6-methylguanine-DNA alkyltransferase)]	ada b2213 JW2201	39324	P69931	
P06136	FTSQ_ECOLI	Cell division protein FtsQ	ftsQ b0093 JW0091	31434	P0A6S5; P0AD68; P46889; P0AEN4; P29131; P06136; P0ABG4; P58034	SUBUNIT: Part of a complex composed of FtsB, FtsL and FtsQ. The complex can be formed before its localization to the division site. This tripartite complex can be divided further into a subcomplex of FtsB and FtsL, which forms in the absence of FtsQ. Interacts with FtsA, FtsK, FtsL, FtsB, FtsW, FtsI, FtsN, FtsX and YmgF. {ECO:0000255|HAMAP-Rule:MF_00911, ECO:0000269|PubMed:15165235, ECO:0000269|PubMed:15774864, ECO:0000269|PubMed:17185541, ECO:0000269|PubMed:19233928}.
P06149	DLD_ECOLI	Quinone-dependent D-lactate dehydrogenase (EC 1.1.5.12) ((R)-lactate:quinone 2-oxidoreductase) (D-lactate dehydrogenase) (D-LDH) (Respiratory D-lactate dehydrogenase)	dld b2133 JW2121	64612		
P06609	BTUC_ECOLI	Vitamin B12 import system permease protein BtuC	btuC b1711 JW1701	34949	P06609; P06611; P37028	SUBUNIT: The complex is composed of two ATP-binding proteins (BtuD), two transmembrane proteins (BtuC) and a solute-binding protein (BtuF). {ECO:0000269|PubMed:12004122}.
P06611	BTUD_ECOLI	Vitamin B12 import ATP-binding protein BtuD (EC 7.6.2.8) (Vitamin B12-transporting ATPase)	btuD b1709 JW1699	27081	P06609	SUBUNIT: The complex is composed of two ATP-binding proteins (BtuD), two transmembrane proteins (BtuC) and a solute-binding protein (BtuF). {ECO:0000255|HAMAP-Rule:MF_01005, ECO:0000269|PubMed:12004122}.
P06612	TOP1_ECOLI	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)	topA supX b1274 JW1266	97350	P27862	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_00952, ECO:0000269|PubMed:14604525, ECO:0000269|PubMed:21482796}.
P06616	ERA_ECOLI	GTPase Era (ERA) (GTP-binding protein Era)	era rbaA sdgE b2566 JW2550	33810		SUBUNIT: Monomer. Binds both 16S rRNA and 30S ribosomal subunits; binding is inhibited by GDP and GTP (PubMed:10094501). Bind preferentially to mature 30S ribosomal subunits over immature subunits in the presence of GMP-PNP (PubMed:27382067). Binds to MazG; GDP-bound Era binds more tightly to MazG than GTP-bound Era (PubMed:19706445). {ECO:0000269|PubMed:10094501, ECO:0000269|PubMed:19706445}.
P06709	BIRA_ECOLI	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	birA bioR dhbB b3973 JW3941	35312	P0A761	SUBUNIT: Monomer in solution. Interacts with BCCP. Homodimerizes to bind DNA. Interaction with the corepressor bio-5'-AMP increases dimerization. {ECO:0000269|PubMed:11353844, ECO:0000269|PubMed:12527300, ECO:0000269|PubMed:1409631, ECO:0000269|PubMed:16438984, ECO:0000269|PubMed:23896299, ECO:0000269|PubMed:6129246}.
P06710	DPO3X_ECOLI	DNA polymerase III subunit tau (EC 2.7.7.7) (DNA polymerase III subunit gamma)	dnaX dnaZ dnaZX b0470 JW0459	71138	P11989; P0ACB0; P10443; P0A988; P03007; P06710; P20605; P28630; P28631; P28905; P28632; P0A7L0; P0AGE0; P28630; P28631; P06710-2; P28630; P28632; P23367	SUBUNIT: The DNA polymerase III holoenzyme complex contains at least 10 different subunits organized into 3 functionally essential subassemblies: the Pol III core, the beta sliding clamp processivity factor and the clamp-loading complex. The Pol III core (subunits alpha, epsilon and theta) contains the polymerase and the 3'-5' exonuclease proofreading activities (PubMed:2040637). The polymerase is tethered to the template via the dimeric beta sliding clamp processivity factor. The clamp-loading complex (also called gamma complex) assembles the beta sliding clamp onto the primed template and plays a central role in the organization and communication at the replication fork. The clamp-loading complex contains delta, delta', psi and chi, and 3 copies of either or both of two different DnaX proteins, gamma and tau. The DNA replisome complex has a single clamp loader (3 tau and 1 each of delta, delta', psi and chi subunits) which binds 3 Pol III cores (1 core on the leading strand and 2 on the lagging strand) each with a beta sliding clamp dimer. Additional proteins in the replisome are other copies of gamma, psi and chi, Ssb, DNA helicase and RNA primase (PubMed:20413500, PubMed:22157955). The clamp loader hydrolyzes ATP to assemble the beta processivity factor onto the primed template (PubMed:2040637, PubMed:9927437) and plays a central role in the organization and communication at the replication fork; the minimal complex to load the beta sliding clamp on DNA is delta, delta', gamma (PubMed:9927437). {ECO:0000269|PubMed:11525729, ECO:0000269|PubMed:2040637, ECO:0000269|PubMed:20413500, ECO:0000269|PubMed:22157955, ECO:0000269|PubMed:9927437}.
P06715	GSHR_ECOLI	Glutathione reductase (GR) (GRase) (EC 1.8.1.7)	gor b3500 JW3467	48773		SUBUNIT: Homodimer.
P06721	METC_ECOLI	Cystathionine beta-lyase MetC (CBL) (CL) (EC 4.4.1.13) (Beta-cystathionase MetC) (Cysteine desulfhydrase MetC) (CD) (EC 4.4.1.28) (Cysteine lyase MetC) (Cysteine-S-conjugate beta-lyase MetC)	metC b3008 JW2975	43212		SUBUNIT: Homotetramer; dimer of dimers. {ECO:0000269|PubMed:8831789}.
P06722	MUTH_ECOLI	DNA mismatch repair protein MutH (Methyl-directed mismatch repair protein)	mutH mutR prv b2831 JW2799	25527	P76217; P23367	
P06959	ODP2_ECOLI	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2)	aceF b0115 JW0111	66096	P04395; P0AED9; P32053; P0A9P0; P0ADI0; P24230; P30014; P67087; P07604	SUBUNIT: Forms a 24-polypeptide structural core with octahedral symmetry.
P06960	OTC2_ECOLI	Ornithine carbamoyltransferase subunit F (OTCase-2) (EC 2.1.3.3)	argF b0273 JW0266	36827		SUBUNIT: In E.coli strain K12, trimer of identical or non-identical chains are composed of ArgI (I) and/or ArgF (F). The trimer has the following composition: FFI, FFF, FII, III. E.coli strains B and W, which are known to contain only ArgI, produce only a trimer of identical chains (III). {ECO:0000269|PubMed:4558857, ECO:0000269|PubMed:789338}.
P06961	CCA_ECOLI	Multifunctional CCA protein [Includes: CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl-transferase) (tRNA nucleotidyltransferase) (tRNA-NT); 2'-nucleotidase (EC 3.1.3.-); 2',3'-cyclic phosphodiesterase (EC 3.1.4.-); Phosphatase (EC 3.1.3.-)]	cca b3056 JW3028	46467	P0A6M4	SUBUNIT: Monomer. Can also form homodimers and oligomers, but with low levels. {ECO:0000269|PubMed:15210699}.
P06968	DUT_ECOLI	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	dut dnaS sof b3640 JW3615	16287		SUBUNIT: Homotrimer. {ECO:0000269|PubMed:1311056, ECO:0000269|PubMed:15208312, ECO:0000269|PubMed:9261872}.
P06971	FHUA_ECOLI	Ferrichrome outer membrane transporter/phage receptor (Ferric hydroxamate receptor) (Ferric hydroxamate uptake) (Ferrichrome-iron receptor)	fhuA tonA b0150 JW0146	82182	P02929; Q9X2V7	SUBUNIT: Monomer (PubMed:8916906, PubMed:9856937, PubMed:9865695, PubMed:36215462, PubMed:36779755). Interacts with TonB (PubMed:12427941, PubMed:18653801, PubMed:9353297). Interacts with Escherichia phage T5 receptor-binding protein pb5 (RBP-pb5); this interaction is necessary for the entry of the viral genome into the host cell (PubMed:36215462, PubMed:36779755). {ECO:0000269|PubMed:12427941, ECO:0000269|PubMed:18653801, ECO:0000269|PubMed:36215462, ECO:0000269|PubMed:36779755, ECO:0000269|PubMed:8916906, ECO:0000269|PubMed:9353297, ECO:0000269|PubMed:9856937, ECO:0000269|PubMed:9865695}.
P06972	FHUB_ECOLI	Iron(3+)-hydroxamate import system permease protein FhuB (Ferric hydroxamate uptake protein B) (Ferrichrome transport system permease protein FhuB) (Ferrichrome uptake protein FhuB) (Iron(III)-hydroxamate import system permease protein FhuB)	fhuB b0153 JW0149	70423		SUBUNIT: The complex is composed of two ATP-binding proteins (FhuC), a transmembrane protein (FhuB) and a solute-binding protein (FhuD) (PubMed:34887516). FhuB interacts with FhuC (PubMed:1551849). FhuB interacts with FhuD (PubMed:8522527, PubMed:9426146, PubMed:34887516). FhuB binds substrate-loaded FhuD more strongly than FhuD alone (PubMed:34887516). {ECO:0000269|PubMed:1551849, ECO:0000269|PubMed:34887516, ECO:0000269|PubMed:8522527, ECO:0000269|PubMed:9426146}.
P06974	FLIM_ECOLI	Flagellar motor switch protein FliM	fliM cheC2 fla AII fla QII b1945 JW1929	37849	P0ABZ1; P15070; P76010	SUBUNIT: Interacts with flagellar brake protein YcgR. {ECO:0000269|PubMed:20346719}.
P06983	HEM3_ECOLI	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC popE b3805 JW5932	33852		SUBUNIT: Monomer. {ECO:0000269|PubMed:3529035}.
P06988	HISX_ECOLI	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD b2020 JW2002	46110		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01024}.
P06992	RSMA_ECOLI	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (High level kasugamycin resistance protein KsgA) (Kasugamycin dimethyltransferase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA ksgA b0051 JW0050	30420		
P06993	MALT_ECOLI	HTH-type transcriptional regulator MalT (ATP-dependent transcriptional activator MalT)	malT malA b3418 JW3381	103118	P08622; P31574; P52613; P0ACG8; P06993; P23256; P36979	SUBUNIT: Monomer in solution (PubMed:3305511, PubMed:10559195). Oligomerizes to an active state in the presence of the positive effectors ATP and maltotriose (PubMed:10559195). Interacts with MalY, MalK and Aes, all of which negatively regulate MalT activity by antagonizing maltotriose binding (PubMed:9822819, PubMed:10692154, PubMed:11867639). {ECO:0000269|PubMed:10559195, ECO:0000269|PubMed:10692154, ECO:0000269|PubMed:11867639, ECO:0000269|PubMed:3305511, ECO:0000269|PubMed:9822819}.
P06996	OMPC_ECOLI	Outer membrane porin C (Outer membrane protein 1B) (Outer membrane protein C) (Porin OmpC)	ompC meoA par b2215 JW2203	40368	P0C0V0; P76506	SUBUNIT: Homotrimer (PubMed:2464593, PubMed:16949612). Forms mixed heterotrimers with OmpF and with PhoE; other mixed heterotrimers are also probable (PubMed:2464593). {ECO:0000269|PubMed:16949612, ECO:0000269|PubMed:2464593}.
P06999	PFKB_ECOLI	ATP-dependent 6-phosphofructokinase isozyme 2 (ATP-PFK 2) (Phosphofructokinase 2) (EC 2.7.1.11) (6-phosphofructokinase isozyme II) (Phosphohexokinase 2)	pfkB b1723 JW5280	32456	P06999	SUBUNIT: Homodimer. {ECO:0000269|PubMed:18762190, ECO:0000269|PubMed:21147773, ECO:0000269|PubMed:23823238, ECO:0000269|Ref.10, ECO:0000269|Ref.11}.
P07001	PNTA_ECOLI	NAD(P) transhydrogenase subunit alpha (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit alpha) (Pyridine nucleotide transhydrogenase subunit alpha)	pntA b1603 JW1595	54623		SUBUNIT: Heterodimer of an alpha (PntA) and a beta (PntB) chain. Alpha subunit serves as the dimerization unit. {ECO:0000269|PubMed:16083909, ECO:0000269|Ref.9}.
P07003	POXB_ECOLI	Pyruvate dehydrogenase [ubiquinone] (EC 1.2.5.1) (Pyruvate oxidase) (POX) (Pyruvate:ubiquinone-8 oxidoreductase)	poxB b0871 JW0855	62011	P07003	SUBUNIT: Homotetramer. {ECO:0000255|HAMAP-Rule:MF_00850, ECO:0000269|PubMed:18988747, ECO:0000269|PubMed:6752142, ECO:0000305|PubMed:5336022}.
P07004	PROA_ECOLI	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	proA b0243 JW0233	44630	P0AFT5; P16676; P0A823	SUBUNIT: Homodimer (Probable). May form a complex with glutamate 5-kinase (proB). {ECO:0000269|PubMed:6319365, ECO:0000269|PubMed:7035170, ECO:0000305}.
P07012	RF2_ECOLI	Peptide chain release factor RF2 (RF-2)	prfB supK b2891 JW5847	41251		SUBUNIT: Interacts with the ribosome (PubMed:22857598, PubMed:22922063, PubMed:25355516, PubMed:12511960, PubMed:12511961). Recruited to stalled ribosomes by ArfA, in the presence of truncated mRNA, ArfA influences RF2 conformation so RF2 can hydrolyze the peptidyl-tRNA bond (PubMed:27906160, PubMed:27906161, PubMed:27934701, PubMed:28077875). Biotinylated tnaC mRNA can be detected in a stalled 70S ribosome-RF2-TnaC-tRNA(Pro) complex (PubMed:34504068). {ECO:0000269|PubMed:12511960, ECO:0000269|PubMed:12511961, ECO:0000269|PubMed:22857598, ECO:0000269|PubMed:22922063, ECO:0000269|PubMed:25355516, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:28077875, ECO:0000269|PubMed:34504068}.
P07013	PRIB_ECOLI	Primosomal replication protein N	priB b4201 JW4159	11442	P0A8J2; P17888; P07013	SUBUNIT: Component of the preprimosomal complex composed of one monomer of PriC and DnaT, two monomers of PriA, two dimers of PriB and one hexamer of DnaB. Upon transient interaction with DnaG it forms the primosome. {ECO:0000255|HAMAP-Rule:MF_00720, ECO:0000269|PubMed:8663106}.
P07014	SDHB_ECOLI	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	sdhB b0724 JW0714	26770	P0AC41	SUBUNIT: Part of an enzyme complex containing four subunits: a flavoprotein, an iron-sulfur, cytochrome b-556, and a hydrophobic anchor protein. The complex forms trimers. {ECO:0000269|PubMed:12560550, ECO:0000269|PubMed:16079137, ECO:0000269|PubMed:16407191, ECO:0000269|PubMed:19710024}.
P07017	MCP2_ECOLI	Methyl-accepting chemotaxis protein II (MCP-II) (Aspartate chemoreceptor protein)	tar cheM b1886 JW1875	59944	P07363; P0A964	
P07024	USHA_ECOLI	Protein UshA [Includes: UDP-sugar hydrolase (EC 3.6.1.45) (UDP-sugar diphosphatase) (UDP-sugar pyrophosphatase); 5'-nucleotidase (5'-NT) (EC 3.1.3.5)]	ushA b0480 JW0469	60824		SUBUNIT: Monomer. {ECO:0000269|PubMed:11491293, ECO:0000269|PubMed:11491294}.
